claim,fact_checker,rating
A mother admitted on Facebook to sleeping with and becoming pregnant by her 15-year-old son.,Kim LaCapria,False
"A meme claimed that a British Muslim man named Sajid Muhammed set a woman on fire for eating a bacon sandwich, and was jailed for only two years.",Kim LaCapria,False
"The philosopher Socrates said ""when debate is lost, slander becomes the tool of the loser.""",Kim LaCapria,Unproven
A letter criticizing students at Oxford University for their desire to remove a statue of Cecil Rhodes was penned by a school official.,Dan Evon,FALSE
A photograph showing a woman walking down a nearly empty supermarket aisle was taken in Venezuela.,Dan Evon,FALSE
"A video shows Oscar, the world's first modular life form.",Dan Evon,FALSE
,,
Former Republican candidate Dr. Ben Carson doesn't remember running for president.,Dan Evon,FALSE
Photograph depicts massive rally for Bernie Sanders in Washington Square Park in April 2016.,Kim LaCapria,Miscaptioned
,,
"Pilot Travel Center in Mebane, North Carolina installed urinals in the ladies' room.",Kim LaCapria,False
A photograph taken from the International Space Station shows a Space Shuttle leaving Earth.,Dan Evon,mixture
The United Nations will kill all Americans who refuse to turn over their guns.,Kim LaCapria,False
President Obama encouraged schools to teach the Quran for extra credit.,Kim LaCapria,False
Photographs show a white tiger with Down syndrome.,Dan Evon,MIXTURE
"Cocktails are a wholly American invention, popularized by Prohibition.",Brooke Binkowski,mixture
"92-year-old Pam Nelson of Victoria, Texas, was unable to vote because of new laws requiring voters to present ID.",Kim LaCapria,false
,,
"A photograph shows Paul McCartney wearing a t-shirt with the word ""adopt"" written across the chest.",Dan Evon,FALSE
"It is illegal to wear Anonymous (i.e., Guy Fawkes) masks in public in the United States.",Dan Evon,FALSE
Photograph depicts a young woman's revealing (and inappropriate) high school prom dress.,Kim LaCapria,Unproven
A woman ate her grandchild after smoking bath salts.,Dan Evon,FALSE
The entire Goldman Sachs executive board was arrested by the FBI.,Dan Evon,FALSE
Photographs and videos show a pair of gay lions having sex.,Brooke Binkowski,mixture
,,
Ted Cruz tried to ban dildoes while serving as solicitor general of Texas.,Kim LaCapria,Mostly False
A new law in South Africa requires people with HIV to mark their genitals.,Dan Evon,FALSE
Multiple news outlets reported that primary voters in New York claimed their votes were switched from Bernie Sanders to Hillary Clinton.,Kim LaCapria,False
,,
"Ret. Sgt. Gregory Hayes beat two Syrian refugees to death after they raped his daughter, and now faces life in prison.",Kim LaCapria,false
A photograph shows a female wolf protecting a male's throat during a fight.,Dan Evon,miscaptioned
"The Council for American-Islamic Relations (CAIR) wants to cancel Memorial Day and replace it with a holiday honoring ""Muslim terrorists.""",Kim LaCapria,Mostly False
A California man was arrested in April 2016 for dressing in women's clothes and surreptitiously filming women in a public bathroom.,Kim LaCapria,Mostly False
"A photograph shows a ""Wecome to Australia"" sign informing immigrants that they have to work to earn money.",Dan Evon,FALSE
,,
A man deleted his entire company with one line of code.,Brooke Binkowski,false
,,
"""American Chopper"" star Paul Teutul, Sr. was killed in a motorcycle accident in April 2016.",Dan Evon,FALSE
"Scientists have created ""kaleabis,"" a cross of kale and marijuana.",Dan Evon,FALSE
Car headrests were deliberately designed to be removed so that they can be used to smash windows during emergencies.,Dan Evon,MOSTLY FALSE
A photograph shows an obese tiger.,Dan Evon,FALSE
Coca-Cola has bought the rights to Dr Pepper and will be discontinuing production of the latter soft drink.,David Mikkelson,false
"Disney is replacing its popular ""Tower of Terror"" attraction with ""Elsa's Ice Castle.""",Kim LaCapria,False
,,
,,
A boy is suing his parents for allowing him to be born with red hair.,David Mikkelson,false
"The man leading opposition to a controversial ""bathroom bill"" in North Carolina is a registered sex offender.",Kim LaCapria,mixture
,,
"The dairy industry invented a new way to abuse cows, and is now cutting holes in them to improve milk production.",Dan Evon,MIXTURE
,,
"New York voters will be turned away from the polls if they wear shirts endorsing specific candidates, and polling hours have been deliberately shortened to suppress primary votes.",Kim LaCapria,Mostly False
Joint Chiefs of Staff Chairman Joseph Dunford announced his retirement with a fiery political resignation speech.,David Mikkelson,false
A McDonald's employee was arrested for masturbating into the restaurant's condiments.,Dan Evon,FALSE
A new study published by Oxford University researchers proved that women with big butts are smarter and healthier.,Kim LaCapria,Mostly False
"A photograph shows a lush green farm in the shadow of a looming, snow-covered mountain.",Dan Evon,FALSE
,,
"NC police tased and ""brutally ejected"" a woman from a ladies' restroom because they thought she was transgender.",Dan Evon,FALSE
,,
"Donald Trump mentioned ""seven eleven""  rather than ""nine eleven"" when referring to the September 11 terrorist attacks.",Dan Evon,true
Target caved to pressure from President Obama and LGBT groups and instituted a store-wide policy allowing transgender employees and shoppers to use the bathroom that matched their gender identity.,Kim LaCapria,Mixture
Colin Powell urged people to vote for Donald Trump so that they could put a conservative on the Supreme Court.,Dan Evon,MISATTRIBUTED
Costco lied about carrying cage-free eggs in their stores.,Kim LaCapria,Mostly False
A woman defecated on her boss' desk after winning the lottery.,Dan Evon,FALSE
,,
A photograph shows hundreds of Christians who were burned alive by Muslims in Nigeria.,Dan Evon,MISCAPTIONED
Virginia Governor Terry McAuliffe restored voting rights to a large number of convicted felons.,Kim LaCapria,Mostly True
,,
"Prince invested in Nike in 1971, recruited NBA star Michael Jordan to the company in 1983, and designed the first Air Jordan shoe.",Dan Evon,FALSE
The Mormon church wants to limit sales of Vaseline and Kleenex in order to curb masturbation.,Dan Evon,FALSE
Earth's magnetosphere collapsed for two hours on 23 April 2016.,Kim LaCapria,False
Musicians Robert Plant and Cher plan to wed at Westminster Abbey in July 2016.,Dan Evon,FALSE
Landmarks all over the world were bathed in purple light to honor Prince after his death in April 2016.,Dan Evon,MIXTURE
"A photograph captures Harriet Tubman as a ""Gun-Toting, Democrat-Shooting"" Republican.",Dan Evon,FALSE
"A video shows a glass jar being cut with nothing more than water, oil and heat.",Dan Evon,UNDETERMINED
A paramedic saved the doctor who saved his life as a baby.,Dan Evon,TRUE
A photograph shows moose enjoying a wading pool while watching a car burn.,Dan Evon,FALSE
Sixty Klan members committed suicide after it was announced that Harriet Tubman's image would be placed on the $20 bill.,Dan Evon,FALSE
,,
"When someone asked Eric Clapton what it was like to be the greatest guitar player in the world, he responded: ""I don't know, ask Prince.""",Kim LaCapria,false
A Noah's Ark exhibit at a Christian theme park in Kentucky was destroyed by a flood.,Dan Evon,FALSE
"An 18-year-old waitress in Texas received a $1,000 tip after a man overheard her discussing her college plans with a couple at another table.",Stephanie Larsen,true
The likeness of President Obama will be added to Mount Rushmore.,Kim LaCapria,False
Prince said that he voted Republican because that political party knows the value of hard work.,Dan Evon,FALSE
"Due to new laws and policies allowing transgender people to use the bathroom that matches their gender identity, a Pennsylvania man snuck into a women's restroom and took photographs of a young girl.",Kim LaCapria,Mostly False
A man killed himself over the Treasury's decision to add an African-American abolitionist's portrait to the $20 bill.,Kim LaCapria,False
Leftover campaign funds are being used to give out $10 worth of free gas when you swipe your driver's license at the pump.,Dan Evon,FALSE
"643,000 Americans declare bankruptcy over medical bills every year.",Kim LaCapria,mixture
"Harriet Tubman said: ""I freed a thousand slaves. I could have freed a thousand more if only they knew they were slaves.""",Dan Evon,FALSE
The UK issued a travel advisory for LGBT citizens visiting the United States after Mississippi and North Carolina passed controversial laws.,Kim LaCapria,True
A video shows a group of whales coming to the surface after hearing an orchestra playing music.,Dan Evon,FALSE
Musician Prince Rogers Nelson and actor Haywood Nelson are half brothers.,Dan Evon,FALSE
NASA admitted to dosing Americans with airborne lithium.,Kim LaCapria,False
,,
A photograph shows a new home invasion technique featuring rubber bands and door handles.,Dan Evon,UNVERIFIED
"People can fly with dogs, pot-bellied pigs, turkeys, monkeys, and miniature horses if they claim that their pets are emotional support animals.",Stephanie Larsen,mostly true
President Obama cut $2.6 billion from programs for veterans and instead give a like amount to support Syrian refugees.,Kim LaCapria,False
The Target retail chain has installed urinals in their women's bathrooms.,Dan Evon,FALSE
An image shows a curt response from a Target customer service representative.,Dan Evon,FALSE
"The city of Oxford, Alabama reacted to Target's transgender bathroom policy by making the described use of restrooms by transgender individuals punishable by jail time.",Kim LaCapria,True
"On 1 May 2016, Saturn will be prominently visible in both the day and night sky.",Kim LaCapria,False
,,
An Italian doctor uncovered a surprisingly simple cure for multiple sclerosis in April 2016.,Kim LaCapria,False
North Carolina no longer considers the $20 bill to be legal tender.,Dan Evon,FALSE
A video shows an airport worker destroying a plane after they were fired.,Dan Evon,MIXTURE
,,
Hall of Fame coach John Madden passed away at age 78.,Dan Evon,FALSE
,,
Planet Fitness issued a policy in April 2016 allowing men to use women's locker rooms and women to use men's locker rooms.,Kim LaCapria,Mostly False
A transgender woman was arrested to taking pictures of underage girls at a Target in Dallas.,Dan Evon,FALSE
A video shows a 'self-driving bicycle' created by Google.,Dan Evon,FALSE
Actor Jim Carrey has died in a snowboarding accident.,Dan Evon,FALSE
,,
A video shows a time-traveling spectator using a camera phone to take photographs at a Mike Tyson fight back in 1995.,Dan Evon,false
The Dalai Lama is has renounced religion and is pursuing a career as a sitcom writer.,Dan Evon,FALSE
The American Psychiatric Association condones pedophilia and says it is normal to be sexually attracted to children.,Kim LaCapria,False
"A video showcasing footage of violent refugees features audio of Donald Trump reciting the lyrics to a song entitled ""The Snake.""",Dan Evon,MOSTLY TRUE
"Indiana Governor Mike Pence signed a law banning boys from wearing ""gay"" colors.",Dan Evon,FALSE
Nike makes their sneakers with elephant skins.,Dan Evon,FALSE
,,
A video shows Israeli Prime Minister Benjamin Netanyahu telling Hillary Clinton that he wants to maximize civilian casualties.,Dan Evon,FALSE
